pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,20.6602,0.0017,-0.0017,0,0.1399,0.0015,-0.0015,0,3.01,0.25,-0.25,0,0.269,0.022,-0.022,0,12.1,,,1,0.03807,,,1,Mass,0,,,0,25.6,3.6,-2.7,0,619,19,-19,0,0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,,5275,60,-60,0,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,-0.02,0.04,-0.04,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2017-04,2/9/2017
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,20.65614,0.00598,-0.00598,0,0.1407,0.0024,-0.0024,0,3.48,0.97,-0.42,0,0.31,0.087,-0.037,0,,,,,,,,,,,,,,27.4,3.5,-3.5,0,583,19,-19,0,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5315,60,-60,0,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,0,0.04,-0.04,0,[Fe/H],4.43,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2016-08,7/7/2016
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,20.65614,0.00598,-0.00598,0,,,,,3.48,0.97,-0.42,0,0.31,0.087,-0.037,0,8.1,,,1,0.02549,,,1,Mass,0,,,0,,,,,,,,,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,5315,60,-60,0,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,0,0.04,-0.04,0,[Fe/H],4.43,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2016-06,5/5/2016
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,20.660987,,,0,,,,,2.88,,,0,0.257,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4686,,,0,0.72,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,12/5/2015,2016-01,12/5/2015
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,20.66186,0.00102,-0.00098,0,0.1399,0.0016,-0.0016,0,2.74,0.2,-0.16,0,0.244,0.018,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,,,,,,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2019-05,6/13/2019
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,20.661623,0.001762,-0.001721,0,,,,,3.115,0.176,-0.122,0,0.278,0.016,-0.011,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5415,50,-50,0,0.84,0.03,-0.02,0,0.92,0.02,-0.03,0,0.03,0.08,-0.08,0,[Fe/H],4.73,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2018-03,2/15/2018
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,20.66178,0.0007,-0.00068,0,,,,,2.73,0.17,-0.34,0,0.244,0.015,-0.03,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.76,0.04,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,9/5/2019,2019-09,9/5/2019
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,31.715061,0.002567,-0.002158,0,,,,,3.414,0.255,-0.144,0,0.305,0.023,-0.013,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5415,50,-50,0,0.84,0.03,-0.02,0,0.92,0.02,-0.03,0,0.03,0.08,-0.08,0,[Fe/H],4.73,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2018-03,2/15/2018
K2-32 d,K2-32,1,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,31.71701,0.00101,-0.00096,0,0.18422,0.00152,-0.00144,0,3.484,0.112,-0.129,0,0.311,0.01,-0.012,0,6.7,2.5,-2.5,0,0.02108,0.00787,-0.00787,0,Mass,0.05,0.053,-0.035,0,,,,,550,8,-9,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271,39,-35,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,-0.06,0.03,-0.03,0,[Fe/H],4.49,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,5/17/2021,2020-08,5/17/2021
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,31.7236,0.0013,-0.0011,0,,,,,3.14,0.18,-0.3,0,0.28,0.016,-0.03,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.76,0.04,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,9/5/2019,2019-09,9/5/2019
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,31.71922,0.00236,-0.00236,0,,,,,3.75,0.4,-0.4,0,0.335,0.036,-0.036,0,35,,,1,0.11012,,,1,Mass,0,,,0,,,,,,,,,0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,5315,60,-60,0,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,0,0.04,-0.04,0,[Fe/H],4.43,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2016-06,5/5/2016
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,31.7154,0.0022,-0.0022,0,0.1862,0.002,-0.002,0,3.43,0.35,-0.35,0,0.306,0.031,-0.031,0,10.3,4.7,-4.7,0,0.03241,0.01479,-0.01479,0,Mass,0,,,0,14.5,2,-1.5,0,537,16,-16,0,0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,,5275,60,-60,0,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,-0.02,0.04,-0.04,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2017-04,2/9/2017
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,31.71922,0.00236,-0.00236,0,0.1873,0.0031,-0.0031,0,3.75,0.4,-0.4,0,0.335,0.036,-0.036,0,,,,,,,,,,,,,,15.4,2,-2,0,505,16,-16,0,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,G9 V,5315,60,-60,0,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,0,0.04,-0.04,0,[Fe/H],4.43,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2016-08,7/7/2016
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,31.7154,0.002,-0.002,0,0.1879,0.0021,-0.0021,0,3.77,0.41,-0.41,0,0.336,0.037,-0.037,0,,,,,,,,,,,,,,18.7,3.1,-3.1,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5428,88,-88,0,0.92,0.07,-0.07,0,0.88,0.03,-0.03,0,,,,,,4.45,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2016-09,7/18/2016
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,31.715868,,,0,,,,,3.13,,,0,0.279,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4686,,,0,0.72,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,12/5/2015,2016-01,12/5/2015
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,2,4,Transit,2016,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,31.7142,0.0011,-0.001,0,0.1862,0.0021,-0.0021,0,3.27,0.23,-0.19,0,0.292,0.021,-0.017,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,,,,,,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2019-05,6/13/2019
K2-32 e,K2-32,0,CONFIRMED,Heller et al. 2019,2,4,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,4.34882,0.00069,-0.00075,0,0.04951,0.00055,-0.00055,0,1.01,0.1,-0.09,0,0.09,0.009,-0.008,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,,,,,,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,6/3/2019,2019-05,6/13/2019
K2-32 e,K2-32,1,CONFIRMED,Heller et al. 2019,2,4,Transit,2019,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,4.34934,0.00039,-0.00039,0,0.04899,0.00041,-0.00038,0,1.212,0.052,-0.046,0,0.108,0.005,-0.004,0,2.1,1.3,-1.1,0,0.00661,0.00409,-0.00346,0,Mass,0.043,0.048,-0.03,0,,,,,1066,16,-18,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271,39,-35,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,-0.06,0.03,-0.03,0,[Fe/H],4.49,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,5/17/2021,2020-08,5/17/2021
K2-32 e,K2-32,0,CONFIRMED,Heller et al. 2019,2,4,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.3491,0.00063,-0.00057,0,,,,,2.2,1.1,-1.7,0,0.2,0.098,-0.15,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.76,0.04,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,9/5/2019,2019-09,9/5/2019
K2-320 b,K2-320,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,1.995,0.001,-0.001,0,0.0142,0.0026,-0.003,0,2.62,0.23,-0.15,0,0.234,0.021,-0.013,0,,,,,,,,,,,,,,,,,,698,87,-57,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3157,7,-7,0,0.3,0,0,0,0.12,0.01,-0.01,0,,,,,,4.55,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h53m00.46s,163.2519122,+05d18m23.32s,5.3064776,108.74,1.057,-1.036,17.81,0.2,-0.2,12.508,0.023,-0.023,16.3554,0.001345,-0.001345,9/9/2020,2020-12,9/16/2020
K2-321 b,K2-321,0,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1,1,Transit,2020,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.29801434,0.00001272,-0.00001272,0,,,,,2.033,1.565,-1.565,0,0.181,0.14,-0.14,0,,,,,,,,,,,,,,68.55,,,0,734,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3650,157,-157,0,0.59,0.02,-0.02,0,,,,,,,,,,4.66,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h25m37.32s,156.4054989,+02d30m49.98s,2.5138829,77.6888,0.32415,-0.32415,13.677,0.047,-0.047,9.567,0.021,-0.021,12.8241,0.000648,-0.000648,8/9/2022,2017-07,8/9/2022
K2-321 b,K2-321,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,2.298,0.001,-0.001,0,0.041,0.0035,-0.0048,0,1.95,0.1,-0.12,0,0.174,0.009,-0.011,0,,,,,,,,,,,,,,,,,,701,45,-30,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3855,65,-65,0,0.58,0.02,-0.02,0,0.6,0.03,-0.03,0,,,,,,4.68,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h25m37.32s,156.4054989,+02d30m49.98s,2.5138829,77.6888,0.32415,-0.32415,13.677,0.047,-0.047,9.567,0.021,-0.021,12.8241,0.000648,-0.000648,9/9/2020,2020-12,9/16/2020
K2-322 b,K2-322,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,8.205,0.003,-0.003,0,0.0594,0.0174,-0.0221,0,1.92,0.29,-0.18,0,0.171,0.026,-0.016,0,,,,,,,,,,,,,,,,,,635,165,-78,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,4141,96,-96,0,0.6,0.01,-0.01,0,0.63,0.03,-0.03,0,,,,,,4.68,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m29.45s,156.6226981,+04d45m50.47s,4.7640203,123.415,0.315,-0.315,13.963,0.103,-0.103,10.413,0.021,-0.021,13.3108,0.000457,-0.000457,9/9/2020,2020-12,9/16/2020
K2-323 b,K2-323,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,24.93,0.006,-0.006,0,0.1275,0.0055,-0.0072,0,2.1,0.09,-0.11,0,0.187,0.008,-0.01,0,,,,,,,,,,,,,,,,,,318,24,-43,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3710,118,-118,0,0.55,0.02,-0.02,0,0.48,0.09,-0.09,0,,,,,,4.63,0.13,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h37m41.04s,159.4209874,+06d17m09.13s,6.2858689,118.318,0.553,-0.548,14.935,0.114,-0.114,10.789,0.021,-0.021,14.0693,0.00053,-0.00053,9/9/2020,2020-12,9/16/2020
